Date,OriginCityName,CRSDepTime,DepTime,DepDelay
2015-06-22,Los Angeles,900,859.0,-1.0
2015-06-23,Los Angeles,900,1139.0,159.0
2015-06-24,Los Angeles,900,855.0,-5.0
2015-06-25,Los Angeles,900,858.0,-2.0
2015-06-26,Los Angeles,900,857.0,-3.0
2015-06-27,Los Angeles,900,937.0,37.0
2015-06-28,Los Angeles,900,855.0,-5.0
2015-06-29,Los Angeles,900,901.0,1.0
2015-06-30,Los Angeles,900,902.0,2.0
2015-07-01,Los Angeles,900,853.0,-7.0
2015-07-03,Los Angeles,900,855.0,-5.0
2015-07-05,Los Angeles,900,857.0,-3.0
2015-07-06,Los Angeles,900,859.0,-1.0
2015-07-07,Los Angeles,900,859.0,-1.0
2015-07-08,Los Angeles,900,858.0,-2.0
2015-07-09,Los Angeles,900,904.0,4.0
2015-07-10,Los Angeles,900,854.0,-6.0
2015-07-11,Los Angeles,900,855.0,-5.0
2015-07-12,Los Angeles,900,900.0,0.0
2015-07-13,Los Angeles,900,900.0,0.0
2015-07-14,Los Angeles,900,910.0,10.0
2015-07-15,Los Angeles,900,901.0,1.0
2015-07-16,Los Angeles,900,1146.0,166.0
2015-07-17,Los Angeles,900,900.0,0.0
2015-07-18,Los Angeles,900,909.0,9.0
2015-07-19,Los Angeles,900,856.0,-4.0
2015-07-20,Los Angeles,900,852.0,-8.0
2015-07-21,Los Angeles,900,857.0,-3.0
2015-07-22,Los Angeles,900,944.0,44.0
2015-07-23,Los Angeles,900,857.0,-3.0
2015-07-24,Los Angeles,900,854.0,-6.0
2015-07-25,Los Angeles,900,854.0,-6.0
2015-07-26,Los Angeles,900,1025.0,85.0
2015-07-27,Los Angeles,900,858.0,-2.0
2015-07-28,Los Angeles,900,855.0,-5.0
2015-07-29,Los Angeles,900,857.0,-3.0
2015-07-30,Los Angeles,900,1100.0,120.0
2015-07-31,Los Angeles,900,855.0,-5.0
2015-08-01,Los Angeles,900,854.0,-6.0
2015-08-02,Los Angeles,900,859.0,-1.0
2015-08-03,Los Angeles,900,855.0,-5.0
2015-08-04,Los Angeles,900,853.0,-7.0
2015-08-05,Los Angeles,900,853.0,-7.0
2015-08-06,Los Angeles,900,855.0,-5.0
2015-08-07,Los Angeles,900,901.0,1.0
2015-08-08,Los Angeles,900,905.0,5.0
2015-08-09,Los Angeles,900,1146.0,166.0
2015-08-10,Los Angeles,900,854.0,-6.0
2015-08-11,Los Angeles,900,858.0,-2.0
2015-08-12,Los Angeles,900,852.0,-8.0
2015-08-13,Los Angeles,900,853.0,-7.0
2015-08-14,Los Angeles,900,859.0,-1.0
2015-08-15,Los Angeles,900,854.0,-6.0
2015-08-16,Los Angeles,900,855.0,-5.0
2015-08-17,Los Angeles,900,859.0,-1.0
2015-08-18,Los Angeles,900,855.0,-5.0
2015-08-19,Los Angeles,900,857.0,-3.0
2015-08-20,Los Angeles,900,952.0,52.0
2015-08-21,Los Angeles,900,857.0,-3.0
2015-08-22,Los Angeles,900,856.0,-4.0
2015-08-23,Los Angeles,900,855.0,-5.0
2015-08-24,Los Angeles,900,855.0,-5.0
2015-08-25,Los Angeles,900,853.0,-7.0
2015-08-26,Los Angeles,900,854.0,-6.0
2015-08-27,Los Angeles,900,855.0,-5.0
2015-08-28,Los Angeles,900,900.0,0.0
2015-08-29,Los Angeles,900,856.0,-4.0
2015-08-30,Los Angeles,900,855.0,-5.0
2015-08-31,Los Angeles,900,913.0,13.0
2015-09-01,Los Angeles,900,854.0,-6.0
2015-09-02,Los Angeles,900,1027.0,87.0
2015-09-03,Los Angeles,900,903.0,3.0
2015-09-04,Los Angeles,900,856.0,-4.0
2015-09-05,Los Angeles,900,857.0,-3.0
2015-09-07,Los Angeles,900,857.0,-3.0
2015-09-08,Los Angeles,900,857.0,-3.0
2015-09-09,Los Angeles,900,859.0,-1.0
2015-09-10,Los Angeles,900,855.0,-5.0
2015-09-11,Los Angeles,900,859.0,-1.0
2015-09-12,Los Angeles,900,926.0,26.0
2015-09-13,Los Angeles,900,859.0,-1.0
2015-09-14,Los Angeles,900,854.0,-6.0
2015-09-15,Los Angeles,900,858.0,-2.0
2015-09-16,Los Angeles,900,853.0,-7.0
2015-09-17,Los Angeles,900,856.0,-4.0
2015-09-18,Los Angeles,900,857.0,-3.0
2015-09-19,Los Angeles,900,854.0,-6.0
2015-09-20,Los Angeles,900,958.0,58.0
2015-09-21,Los Angeles,900,854.0,-6.0
2015-09-22,Los Angeles,900,853.0,-7.0
2015-09-23,Los Angeles,900,904.0,4.0
2015-09-24,Los Angeles,900,854.0,-6.0
2015-09-25,Los Angeles,900,854.0,-6.0
2015-09-26,Los Angeles,900,854.0,-6.0
2015-09-27,Los Angeles,900,851.0,-9.0
2015-09-28,Los Angeles,900,855.0,-5.0
2015-09-29,Los Angeles,900,858.0,-2.0
2015-09-30,Los Angeles,900,857.0,-3.0
2015-10-01,Los Angeles,900,857.0,-3.0
2015-10-02,Los Angeles,900,855.0,-5.0
2015-10-03,Los Angeles,900,854.0,-6.0
2015-10-04,Los Angeles,900,855.0,-5.0
2015-10-05,Los Angeles,900,853.0,-7.0
2015-10-06,Los Angeles,900,851.0,-9.0
2015-10-07,Los Angeles,900,901.0,1.0
2015-10-08,Los Angeles,900,854.0,-6.0
2015-10-09,Los Angeles,900,857.0,-3.0
2015-10-10,Los Angeles,900,857.0,-3.0
2015-10-11,Los Angeles,900,858.0,-2.0
2015-10-12,Los Angeles,900,851.0,-9.0
2015-10-13,Los Angeles,900,907.0,7.0
2015-10-14,Los Angeles,900,857.0,-3.0
2015-10-15,Los Angeles,900,859.0,-1.0
2015-10-16,Los Angeles,900,855.0,-5.0
2015-10-17,Los Angeles,900,900.0,0.0
2015-10-18,Los Angeles,900,905.0,5.0
2015-10-19,Los Angeles,900,857.0,-3.0
2015-10-20,Los Angeles,900,901.0,1.0
2015-10-21,Los Angeles,900,916.0,16.0
2015-10-22,Los Angeles,900,854.0,-6.0
2015-10-23,Los Angeles,900,858.0,-2.0
2015-10-24,Los Angeles,900,858.0,-2.0
2015-10-25,Los Angeles,900,857.0,-3.0
2015-10-26,Los Angeles,900,854.0,-6.0
2015-10-27,Los Angeles,900,859.0,-1.0
2015-10-28,Los Angeles,900,1050.0,110.0
2015-10-29,Los Angeles,900,851.0,-9.0
2015-10-30,Los Angeles,900,855.0,-5.0
2015-10-31,Los Angeles,900,902.0,2.0
2015-11-01,Los Angeles,900,902.0,2.0
2015-11-02,Los Angeles,900,852.0,-8.0
2015-11-03,Los Angeles,900,853.0,-7.0
2015-11-04,Los Angeles,900,857.0,-3.0
2015-11-05,Los Angeles,900,853.0,-7.0
2015-11-06,Los Angeles,900,856.0,-4.0
2015-11-07,Los Angeles,900,857.0,-3.0
2015-11-08,Los Angeles,900,853.0,-7.0
2015-11-10,Los Angeles,900,850.0,-10.0
2015-11-11,Los Angeles,900,855.0,-5.0
2015-11-12,Los Angeles,900,855.0,-5.0
2015-11-13,Los Angeles,900,856.0,-4.0
2015-11-14,Los Angeles,900,858.0,-2.0
2015-11-15,Los Angeles,900,855.0,-5.0
2015-11-17,Los Angeles,900,856.0,-4.0
2015-11-18,Los Angeles,900,856.0,-4.0
2015-11-19,Los Angeles,900,1127.0,147.0
2015-11-20,Los Angeles,900,853.0,-7.0
2015-11-21,Los Angeles,900,857.0,-3.0
2015-11-22,Los Angeles,900,858.0,-2.0
2015-11-24,Los Angeles,900,855.0,-5.0
2015-11-25,Los Angeles,900,852.0,-8.0
2015-11-28,Los Angeles,900,853.0,-7.0
2015-11-29,Los Angeles,900,853.0,-7.0
2015-12-01,Los Angeles,900,854.0,-6.0
2015-12-02,Los Angeles,900,1136.0,156.0
2015-12-03,Los Angeles,900,945.0,45.0
2015-12-04,Los Angeles,900,958.0,58.0
2015-12-05,Los Angeles,900,854.0,-6.0
2015-12-06,Los Angeles,900,856.0,-4.0
2015-12-07,Los Angeles,900,854.0,-6.0
2015-12-08,Los Angeles,900,853.0,-7.0
2015-12-09,Los Angeles,900,907.0,7.0
2015-12-10,Los Angeles,900,856.0,-4.0
2015-12-11,Los Angeles,900,901.0,1.0
2015-12-12,Los Angeles,900,855.0,-5.0
2015-12-13,Los Angeles,900,855.0,-5.0
2015-12-14,Los Angeles,900,855.0,-5.0
2015-12-15,Los Angeles,900,854.0,-6.0
2015-12-16,Los Angeles,900,853.0,-7.0
2015-12-17,Los Angeles,900,855.0,-5.0
2015-12-18,Los Angeles,900,844.0,-16.0
2015-12-19,Los Angeles,900,1508.0,368.0
2015-12-20,Los Angeles,900,901.0,1.0
2015-12-22,Los Angeles,900,857.0,-3.0
2015-12-23,Los Angeles,900,859.0,-1.0
2015-12-24,Los Angeles,900,853.0,-7.0
2015-12-25,Los Angeles,900,942.0,42.0
2015-12-26,Los Angeles,900,855.0,-5.0
2015-12-27,Los Angeles,900,910.0,10.0
2015-12-29,Los Angeles,900,857.0,-3.0
2015-12-30,Los Angeles,900,856.0,-4.0
2016-01-01,Los Angeles,900,856.0,-4.0
2016-01-02,Los Angeles,900,859.0,-1.0
2016-01-03,Los Angeles,900,901.0,1.0
2016-01-05,Los Angeles,900,901.0,1.0
2016-01-06,Los Angeles,900,,
2016-01-07,Los Angeles,900,901.0,1.0
2016-01-08,Los Angeles,900,931.0,31.0
2016-01-09,Los Angeles,900,1107.0,127.0
2016-01-11,Los Angeles,900,905.0,5.0
2016-01-12,Los Angeles,900,1121.0,141.0
2016-01-13,Los Angeles,900,1046.0,106.0
2016-01-14,Los Angeles,900,854.0,-6.0
2016-01-15,Los Angeles,900,856.0,-4.0
2016-01-16,Los Angeles,900,1309.0,249.0
2016-01-18,Los Angeles,900,854.0,-6.0
2016-01-19,Los Angeles,900,855.0,-5.0
2016-01-20,Los Angeles,900,900.0,0.0
2016-01-21,Los Angeles,900,857.0,-3.0
2016-01-22,Los Angeles,900,851.0,-9.0
2016-01-23,Los Angeles,900,,
2016-01-25,Los Angeles,900,,
2016-01-26,Los Angeles,900,1116.0,136.0
2016-01-27,Los Angeles,900,921.0,21.0
2016-01-28,Los Angeles,900,854.0,-6.0
2016-01-29,Los Angeles,900,901.0,1.0
2016-01-30,Los Angeles,900,855.0,-5.0
2016-02-01,Los Angeles,900,855.0,-5.0
2016-02-02,Los Angeles,900,912.0,12.0
2016-02-03,Los Angeles,900,910.0,10.0
2016-02-04,Los Angeles,900,855.0,-5.0
2016-02-05,Los Angeles,900,905.0,5.0
2016-02-06,Los Angeles,900,854.0,-6.0
2016-02-08,Los Angeles,900,856.0,-4.0
2016-02-09,Los Angeles,900,,
2016-02-10,Los Angeles,900,853.0,-7.0
2016-02-11,Los Angeles,900,853.0,-7.0
2016-02-12,Los Angeles,900,856.0,-4.0
2016-02-13,Los Angeles,900,904.0,4.0
2016-02-14,Los Angeles,900,854.0,-6.0
2016-02-15,Los Angeles,900,858.0,-2.0
2016-02-16,Los Angeles,900,,
2016-02-17,Los Angeles,900,855.0,-5.0
2016-02-18,Los Angeles,900,857.0,-3.0
2016-02-19,Los Angeles,900,856.0,-4.0
2016-02-20,Los Angeles,900,928.0,28.0
2016-02-21,Los Angeles,900,856.0,-4.0
2016-02-22,Los Angeles,900,903.0,3.0
2016-02-23,Los Angeles,900,859.0,-1.0
2016-02-24,Los Angeles,900,900.0,0.0
2016-02-25,Los Angeles,900,853.0,-7.0
2016-02-26,Los Angeles,900,853.0,-7.0
2016-02-27,Los Angeles,900,856.0,-4.0
2016-02-28,Los Angeles,900,906.0,6.0
2016-02-29,Los Angeles,900,855.0,-5.0
2016-03-01,Los Angeles,900,931.0,31.0
2016-03-02,Los Angeles,900,857.0,-3.0
2016-03-03,Los Angeles,900,858.0,-2.0
2016-03-04,Los Angeles,900,857.0,-3.0
2016-03-05,Los Angeles,900,858.0,-2.0
2016-03-06,Los Angeles,900,904.0,4.0
2016-03-07,Los Angeles,900,929.0,29.0
2016-03-08,Los Angeles,900,1319.0,259.0
2016-03-09,Los Angeles,900,855.0,-5.0
2016-03-10,Los Angeles,900,902.0,2.0
2016-03-11,Los Angeles,900,900.0,0.0
2016-03-12,Los Angeles,900,857.0,-3.0
2016-03-13,Los Angeles,900,854.0,-6.0
2016-03-14,Los Angeles,900,904.0,4.0
2016-03-15,Los Angeles,900,855.0,-5.0
2016-03-16,Los Angeles,900,853.0,-7.0
2016-03-17,Los Angeles,900,857.0,-3.0
2016-03-18,Los Angeles,900,1416.0,316.0
2016-03-19,Los Angeles,900,954.0,54.0
2016-03-20,Los Angeles,900,854.0,-6.0
2016-03-21,Los Angeles,900,857.0,-3.0
2016-03-22,Los Angeles,900,900.0,0.0
2016-03-23,Los Angeles,900,902.0,2.0
2016-03-24,Los Angeles,900,903.0,3.0
2016-03-25,Los Angeles,900,,
2016-03-26,Los Angeles,900,859.0,-1.0
2016-03-27,Los Angeles,900,900.0,0.0
2016-03-28,Los Angeles,900,858.0,-2.0
2016-03-29,Los Angeles,900,853.0,-7.0
2016-03-30,Los Angeles,900,855.0,-5.0
2016-03-31,Los Angeles,900,950.0,50.0
2016-04-01,Los Angeles,900,912.0,12.0
2016-04-02,Los Angeles,900,1000.0,60.0
2016-04-03,Los Angeles,900,912.0,12.0
2016-04-04,Los Angeles,900,902.0,2.0
2016-04-05,Los Angeles,900,857.0,-3.0
2016-04-06,Los Angeles,900,912.0,12.0
2016-04-07,Los Angeles,900,950.0,50.0
2016-04-08,Los Angeles,900,854.0,-6.0
2016-04-09,Los Angeles,900,857.0,-3.0
2016-04-10,Los Angeles,900,1008.0,68.0
2016-04-11,Los Angeles,900,905.0,5.0
2016-04-12,Los Angeles,900,855.0,-5.0
2016-04-13,Los Angeles,900,855.0,-5.0
2016-04-14,Los Angeles,900,903.0,3.0
2016-04-16,Los Angeles,900,856.0,-4.0
2016-04-17,Los Angeles,900,943.0,43.0
2016-04-18,Los Angeles,900,856.0,-4.0
2016-04-19,Los Angeles,900,858.0,-2.0
2016-04-20,Los Angeles,900,859.0,-1.0
2016-04-21,Los Angeles,900,856.0,-4.0
2016-04-22,Los Angeles,900,1305.0,245.0
2016-04-23,Los Angeles,900,854.0,-6.0
2016-04-24,Los Angeles,900,854.0,-6.0
2016-04-25,Los Angeles,900,854.0,-6.0
2016-04-26,Los Angeles,900,859.0,-1.0
2016-04-27,Los Angeles,900,940.0,40.0
2016-04-28,Los Angeles,900,859.0,-1.0
2016-04-29,Los Angeles,900,854.0,-6.0
2016-04-30,Los Angeles,900,907.0,7.0
2016-05-01,Los Angeles,900,859.0,-1.0
2016-05-02,Los Angeles,900,1208.0,188.0
2016-05-03,Los Angeles,900,908.0,8.0
2016-05-04,Los Angeles,900,856.0,-4.0
2016-05-05,Los Angeles,900,855.0,-5.0
2016-05-06,Los Angeles,900,912.0,12.0
2016-05-07,Los Angeles,845,846.0,1.0
2016-05-08,Los Angeles,900,858.0,-2.0
2016-05-09,Los Angeles,900,858.0,-2.0
2016-05-10,Los Angeles,900,855.0,-5.0
2016-05-11,Los Angeles,900,1015.0,75.0
2016-05-12,Los Angeles,900,1127.0,147.0
2016-05-13,Los Angeles,900,1039.0,99.0
2016-05-14,Los Angeles,845,844.0,-1.0
2016-05-15,Los Angeles,900,857.0,-3.0
2016-05-16,Los Angeles,900,854.0,-6.0
2016-05-17,Los Angeles,900,948.0,48.0
2016-05-18,Los Angeles,900,855.0,-5.0
2016-05-19,Los Angeles,900,851.0,-9.0
2016-05-20,Los Angeles,900,858.0,-2.0
2016-05-21,Los Angeles,845,1012.0,87.0
2016-05-22,Los Angeles,900,855.0,-5.0
2016-05-23,Los Angeles,900,1006.0,66.0
2016-05-24,Los Angeles,900,855.0,-5.0
2016-05-25,Los Angeles,900,853.0,-7.0
2016-05-26,Los Angeles,900,854.0,-6.0
2016-05-27,Los Angeles,900,929.0,29.0
2016-05-28,Los Angeles,845,838.0,-7.0
2016-05-29,Los Angeles,900,854.0,-6.0
2016-05-30,Los Angeles,900,853.0,-7.0
2016-05-31,Los Angeles,900,918.0,18.0
2016-06-01,Los Angeles,900,859.0,-1.0
2016-06-02,Los Angeles,900,900.0,0.0
2016-06-03,Los Angeles,900,855.0,-5.0
2016-06-04,Los Angeles,900,856.0,-4.0
2016-06-05,Los Angeles,900,1120.0,140.0
2016-06-06,Los Angeles,900,857.0,-3.0
2016-06-07,Los Angeles,900,854.0,-6.0
2016-06-08,Los Angeles,900,849.0,-11.0
2016-06-09,Los Angeles,900,854.0,-6.0
2016-06-10,Los Angeles,900,914.0,14.0
2016-06-11,Los Angeles,900,858.0,-2.0
2016-06-12,Los Angeles,900,943.0,43.0
2016-06-13,Los Angeles,900,857.0,-3.0
2016-06-14,Los Angeles,900,859.0,-1.0
2016-06-15,Los Angeles,900,856.0,-4.0
2016-06-16,Los Angeles,900,1410.0,310.0
2016-06-17,Los Angeles,900,855.0,-5.0
2016-06-18,Los Angeles,900,859.0,-1.0
2016-06-19,Los Angeles,900,858.0,-2.0
2016-06-20,Los Angeles,900,900.0,0.0
2016-06-21,Los Angeles,900,1422.0,322.0
2016-06-22,Los Angeles,900,956.0,56.0
2016-06-23,Los Angeles,900,1015.0,75.0
2016-06-24,Los Angeles,900,854.0,-6.0
2016-06-25,Los Angeles,900,858.0,-2.0
2016-06-26,Los Angeles,900,931.0,31.0
2016-06-27,Los Angeles,900,906.0,6.0
2016-06-28,Los Angeles,900,900.0,0.0
2016-06-29,Los Angeles,900,1022.0,82.0
2016-06-30,Los Angeles,900,1023.0,83.0
2016-07-01,Los Angeles,900,1242.0,222.0
2016-07-02,Los Angeles,900,857.0,-3.0
2016-07-03,Los Angeles,900,857.0,-3.0
2016-07-04,Los Angeles,900,859.0,-1.0
2016-07-05,Los Angeles,900,940.0,40.0
2016-07-06,Los Angeles,900,857.0,-3.0
2016-07-07,Los Angeles,900,1054.0,114.0
2016-07-08,Los Angeles,900,906.0,6.0
2016-07-09,Los Angeles,900,857.0,-3.0
2016-07-10,Los Angeles,900,852.0,-8.0
2016-07-11,Los Angeles,900,857.0,-3.0
2016-07-12,Los Angeles,900,854.0,-6.0
2016-07-13,Los Angeles,900,854.0,-6.0
2016-07-14,Los Angeles,900,910.0,10.0
2016-07-15,Los Angeles,900,858.0,-2.0
2016-07-16,Los Angeles,900,855.0,-5.0
2016-07-17,Los Angeles,900,853.0,-7.0
2016-07-18,Los Angeles,900,913.0,13.0
2016-07-19,Los Angeles,900,857.0,-3.0
2016-07-20,Los Angeles,900,856.0,-4.0
2016-07-21,Los Angeles,900,903.0,3.0
2016-07-22,Los Angeles,900,900.0,0.0
2016-07-23,Los Angeles,900,851.0,-9.0
2016-07-24,Los Angeles,900,853.0,-7.0
2016-07-25,Los Angeles,900,859.0,-1.0
2016-07-26,Los Angeles,900,856.0,-4.0
2016-07-27,Los Angeles,900,901.0,1.0
2016-07-28,Los Angeles,900,1119.0,139.0
2016-07-29,Los Angeles,900,907.0,7.0
2016-07-30,Los Angeles,900,916.0,16.0
2016-07-31,Los Angeles,900,856.0,-4.0
2016-08-01,Los Angeles,900,916.0,16.0
2016-08-02,Los Angeles,900,854.0,-6.0
2016-08-03,Los Angeles,900,859.0,-1.0
2016-08-04,Los Angeles,900,853.0,-7.0
2016-08-05,Los Angeles,900,1135.0,155.0
2016-08-06,Los Angeles,900,927.0,27.0
2016-08-07,Los Angeles,900,919.0,19.0
2016-08-08,Los Angeles,900,1028.0,88.0
2016-08-09,Los Angeles,900,1042.0,102.0
2016-08-10,Los Angeles,900,1052.0,112.0
2016-08-11,Los Angeles,900,854.0,-6.0
2016-08-12,Los Angeles,900,853.0,-7.0
2016-08-13,Los Angeles,900,854.0,-6.0
2016-08-14,Los Angeles,900,954.0,54.0
2016-08-15,Los Angeles,900,857.0,-3.0
2016-08-16,Los Angeles,900,1116.0,136.0
2016-08-17,Los Angeles,900,857.0,-3.0
2016-08-18,Los Angeles,900,903.0,3.0
2016-08-19,Los Angeles,900,850.0,-10.0
2016-08-20,Los Angeles,900,954.0,54.0
2016-08-21,Los Angeles,900,858.0,-2.0
2016-08-22,Los Angeles,900,902.0,2.0
2016-08-23,Los Angeles,900,851.0,-9.0
2016-08-24,Los Angeles,900,908.0,8.0
2016-08-25,Los Angeles,900,856.0,-4.0
2016-08-26,Los Angeles,900,851.0,-9.0
2016-08-27,Los Angeles,900,917.0,17.0
2016-08-28,Los Angeles,900,909.0,9.0
2016-08-29,Los Angeles,900,920.0,20.0
2016-08-30,Los Angeles,900,855.0,-5.0
2016-08-31,Los Angeles,900,848.0,-12.0
2016-09-01,Los Angeles,900,855.0,-5.0
2016-09-02,Los Angeles,900,1011.0,71.0
2016-09-03,Los Angeles,900,855.0,-5.0
2016-09-04,Los Angeles,900,858.0,-2.0
2016-09-05,Los Angeles,900,855.0,-5.0
2016-09-06,Los Angeles,900,858.0,-2.0
2016-09-07,Los Angeles,900,851.0,-9.0
2016-09-08,Los Angeles,900,928.0,28.0
2016-09-09,Los Angeles,900,853.0,-7.0
2016-09-10,Los Angeles,900,854.0,-6.0
2016-09-11,Los Angeles,900,852.0,-8.0
2016-09-12,Los Angeles,900,854.0,-6.0
2016-09-13,Los Angeles,900,855.0,-5.0
2016-09-14,Los Angeles,900,932.0,32.0
2016-09-15,Los Angeles,900,856.0,-4.0
2016-09-16,Los Angeles,900,1204.0,184.0
2016-09-17,Los Angeles,900,900.0,0.0
2016-09-18,Los Angeles,900,914.0,14.0
2016-09-19,Los Angeles,900,949.0,49.0
2016-09-20,Los Angeles,900,1141.0,161.0
2016-09-21,Los Angeles,900,857.0,-3.0
2016-09-22,Los Angeles,900,852.0,-8.0
2016-09-23,Los Angeles,900,856.0,-4.0
2016-09-24,Los Angeles,900,856.0,-4.0
2016-09-25,Los Angeles,900,855.0,-5.0
2016-09-26,Los Angeles,900,934.0,34.0
2016-09-27,Los Angeles,900,856.0,-4.0
2016-09-28,Los Angeles,900,1155.0,175.0
2016-09-29,Los Angeles,900,856.0,-4.0
2016-09-30,Los Angeles,900,900.0,0.0
2016-10-01,Los Angeles,900,851.0,-9.0
2016-10-02,Los Angeles,900,856.0,-4.0
2016-10-03,Los Angeles,900,850.0,-10.0
2016-10-04,Los Angeles,900,,
2016-10-05,Los Angeles,900,859.0,-1.0
2016-10-06,Los Angeles,900,855.0,-5.0
2016-10-07,Los Angeles,900,849.0,-11.0
2016-10-08,Los Angeles,900,849.0,-11.0
2016-10-09,Los Angeles,900,858.0,-2.0
2016-10-10,Los Angeles,900,852.0,-8.0
2016-10-11,Los Angeles,900,852.0,-8.0
2016-10-12,Los Angeles,900,847.0,-13.0
2016-10-13,Los Angeles,900,852.0,-8.0
2016-10-14,Los Angeles,900,854.0,-6.0
2016-10-15,Los Angeles,900,853.0,-7.0
2016-10-16,Los Angeles,900,1232.0,212.0
2016-10-17,Los Angeles,900,856.0,-4.0
2016-10-18,Los Angeles,900,852.0,-8.0
2016-10-19,Los Angeles,900,900.0,0.0
2016-10-20,Los Angeles,900,852.0,-8.0
2016-10-21,Los Angeles,900,853.0,-7.0
2016-10-22,Los Angeles,900,901.0,1.0
2016-10-23,Los Angeles,900,,
2016-10-24,Los Angeles,900,908.0,8.0
2016-10-25,Los Angeles,900,855.0,-5.0
2016-10-26,Los Angeles,900,949.0,49.0
2016-10-27,Los Angeles,900,857.0,-3.0
2016-10-28,Los Angeles,900,904.0,4.0
2016-10-29,Los Angeles,900,946.0,46.0
2016-10-30,Los Angeles,900,912.0,12.0
2016-10-31,Los Angeles,900,856.0,-4.0
2016-11-01,Los Angeles,900,1313.0,253.0
2016-11-02,Los Angeles,900,907.0,7.0
2016-11-03,Los Angeles,900,852.0,-8.0
2016-11-04,Los Angeles,900,855.0,-5.0
2016-11-05,Los Angeles,900,903.0,3.0
2016-11-06,Los Angeles,900,855.0,-5.0
2016-11-07,Los Angeles,900,851.0,-9.0
2016-11-08,Los Angeles,900,853.0,-7.0
2016-11-09,Los Angeles,900,913.0,13.0
2016-11-10,Los Angeles,900,857.0,-3.0
2016-11-11,Los Angeles,900,858.0,-2.0
2016-11-12,Los Angeles,900,854.0,-6.0
2016-11-13,Los Angeles,900,910.0,10.0
2016-11-14,Los Angeles,900,855.0,-5.0
2016-11-15,Los Angeles,900,855.0,-5.0
2016-11-16,Los Angeles,900,908.0,8.0
2016-11-17,Los Angeles,900,917.0,17.0
2016-11-18,Los Angeles,900,900.0,0.0
2016-11-19,Los Angeles,900,857.0,-3.0
2016-11-20,Los Angeles,900,1023.0,83.0
2016-11-21,Los Angeles,900,858.0,-2.0
2016-11-22,Los Angeles,900,855.0,-5.0
2016-11-23,Los Angeles,900,855.0,-5.0
2016-11-26,Los Angeles,900,906.0,6.0
2016-11-27,Los Angeles,900,918.0,18.0
2016-11-28,Los Angeles,900,853.0,-7.0
2016-11-29,Los Angeles,900,857.0,-3.0
2016-11-30,Los Angeles,900,855.0,-5.0
2016-12-01,Los Angeles,900,856.0,-4.0
2016-12-02,Los Angeles,900,854.0,-6.0
2016-12-03,Los Angeles,900,856.0,-4.0
2016-12-04,Los Angeles,900,900.0,0.0
2016-12-05,Los Angeles,900,903.0,3.0
2016-12-06,Los Angeles,900,846.0,-14.0
2016-12-07,Los Angeles,900,853.0,-7.0
2016-12-08,Los Angeles,900,900.0,0.0
2016-12-09,Los Angeles,900,852.0,-8.0
2016-12-10,Los Angeles,900,855.0,-5.0
2016-12-11,Los Angeles,900,935.0,35.0
2016-12-12,Los Angeles,900,851.0,-9.0
2016-12-13,Los Angeles,900,855.0,-5.0
2016-12-14,Los Angeles,900,859.0,-1.0
2016-12-15,Los Angeles,900,855.0,-5.0
2016-12-16,Los Angeles,900,911.0,11.0
2016-12-17,Los Angeles,905,900.0,-5.0
2016-12-18,Los Angeles,900,850.0,-10.0
2016-12-19,Los Angeles,900,851.0,-9.0
2016-12-20,Los Angeles,900,1208.0,188.0
2016-12-21,Los Angeles,900,901.0,1.0
2016-12-22,Los Angeles,900,1015.0,75.0
2016-12-23,Los Angeles,900,852.0,-8.0
2016-12-24,Los Angeles,905,947.0,42.0
2016-12-25,Los Angeles,900,903.0,3.0
